UserId,HiredForJobId,Skills,UsersPosition
533441,1357,"django, docker, typescript, flask, numpy, pandas, tensorflow, grails, mel scripting, elasticsearch, databases, postgresql, continuos deployment, chef, devops, archlinux, css, nginx, jquery, architecture, budgetary management, teaching, training & mentoring",Senior Developer / CTO
634908,1265,"oop, nosql, agile, agile development methodology, agile methodologies, es2015, continuous integration, ci/cd automation, docker, mongodb, node.js, git, github, gradle, heroku, html, css, java, javascript, mochajs, chai, es6, postgresql, python, react.js, angular, redux, sinon, spring boot, tdd, test-driven development (tdd), unix, jenkins, circle ci, webpack, junit, mockito, rest api, aws, microservices",Full Stack Developer
635261,1590,"fast learning, strong communication skills, git, kotlin, scrum, scrum master, unit testing, agile, android, react native, docker, mobile development, full stack, javascript, java",Mobile Developer
635309,1635,"css, html, xml, mobile development, e-commerce, mobile commerce, Magento Developer, backend development, php, selenium, ruby, python",Web Developer
635575,1797,"unity, android studio, xcode, gradle, ant, maven knowledge, alm, silktest, jmeter, technical recruitment, training & mentoring, qa, automation, java, agile and kanban process, jenkins, uft, jira, selenium, soap, devops, python, c#, quality assurance, agile, eclipse, scrum, android, shell script, appium, junit, perl, c++, test automation, testing, swift, kotlin, xctest, cucumber, bdd - behavior-driven development, mobile development, arduino, istqb's ctfl, ruby on rails, git, rest api, calabash, capybara, iso 8583, ios, api, sql, automated testing, functional testing, agile methodologies, documentation, unit testing, web api, startups, continuous integration, confluence, sonarqube, sonar, openshift",Software QA Automation Engineer
635611,1506,"full stack, react.js, cocoapods, gitlab, mobile application development, rest api, redux, mobile development, git flow, fast learning, java, javascript, english, json, strong communication skills, algorithms, agile, react native, swift, objective-c, continuous integration, git, core data services, leadership, xcode, saas","iOS Software Engineer "
635780,2846,"sql, oracle db, scrum, javascript, uml, microsoft office, mvc, wcf, html, bootstrap, css, pl/sql, sql server, visual studio, jenkins, microsoft visual studio, microsoft word, elasticsearch, microsoft project, microsoft excel, powerpoint, c#, tortoise, jquery, .net, windows forms, ASP.Net Core, tfs, oop, desktop applications, git, web api, jira, asp.net mvc, typescript",Software Engineer
635884,1728,"javascript, salesforce.com, apex, lighting, visualforce",Salesforce Developer
636058,1621,"json, rest api, mobile application development, mobile applications, ios, ios design patterns, ios native framework, java, design patterns, mvvm, mvc, mvp, mobile development, storyboard, xcode, react native, reactivex (rxjava, rxphp, rxswift), android studio, github, git repository, git flow, bitbucket, agile, scrum, corelocation, git, xml, soap, coredata, jira, testing, unit testing, realm, javascript, html, css, kotlin, android, swift, objective-c",Mobile Developer
636850,1534,"javascript, python, spring, jsf, hibernate, ejb, jpa, design patterns, svn, tomcat, jenkins, kanban, agile methodologies, spring boot, rest api, spring data, leadership, management, websphere application server, jaxb, sql, scrum, jax-rs, jax-ws, object oriented design, html, java, git, agile, eclipse, groovy, java se, jboss, jboss application server, jsp, junit, oracle db, postgresql, subversion, sun certified java programmer, web services, hadoop, hdf5, spark, hbase, kafka, kotlin, elasticsearch, apache spark, flink, mockito, jmeter","Senior/Lead Software Engineer "
637516,1166,"java, angular, oracle db, mysql, spring mvc, kafka","System Analyst/Full Stack Developer (Java, Angular"
637760,1590,"oop, node.js, mockito, svn, svn, architecture analysis, team leadership, team player, xml, unit testing, integration test, jsf, hibernate, mysql, cdi, oracle db, java, eclipse, ejb, javascript, jboss application server, linux, matlab, programming, software development, software engineering, sql, uml, mvc, gerrit, jenkins, continuous integration, docker, junit, spring boot, spring mvc, soap, rest api, git, eclipselink, python, html, test automation, full stack, strong communication skills, backend development, agile, microservices, maven, architecture, jdbc, api, spring, json, quartz, jboss, apache, fast learning, gradle, ant, maven knowledge, gradle, english, relational database, leadership, leading skills, typescript, vue.js, angular, tomcat, j2ee",Full Stack Developer
637770,1289,"go lang, ruby on rails, scrum, python, spring, scala, spring mvc, spring boot, hadoop, spring security, spring data, spark, spark-sql, spring integration, scea, scmad, scbcd, scwcd, scjp, sqoop, java, agile methodologies, ant, customer service, design patterns, eclipse, ejb, esb, flexbox, hibernate, j2ee, j2me, j2se, jboss application server, jms, jpa, jsf, jsp, junit, leadership, maven, microsoft office, pl/sql, postgresql, process improvement, programming, rup, servlets, soa, sql, struts, subversion, sun certified java programmer, tomcat, uml, web services",Software Engineer
637998,1374,"jenkins, automation, maven, software engineering, soap, jmeter, object orientation, selenium, testlink, css, cucumber, java, javascript, jira, junit, sql server, mochajs, oracle db, quality assurance, react.js, sql, test automation, uml, html, eclipse, scrum, webdriver",Test Automation Engineer
638045,1373,"mongodb, kafka, redis, jsp, spring, spring mvc, spring boot, jpa, nosql, nosql databases, microservices, docker, full stack, agile, continuous integration, android, sql, javascript, python, linux, c++, microsoft office, html, postgresql, hibernate, css, rest api, tomcat, servlets, oracle db, mysql, liferay, google app engine, vba, jetty, microsoft excel, java, git",Java Developer
638135,1452,"node.js, rest api, microservices, hibernate, react.js, jpa, mysql, gradle, agile, html, redis, java, scrum, vue.js, j2ee, cloud computing, elasticsearch, jvm, ci/cd automation, design patterns, rabbit mq, spring, json, aws, css, mongodb, angular, junit, django, data structures, tdd, graphql, swagger, oracle db, bootstrap, weblogic, postgresql, mvc, git, github, svn, docker",Senior Software Engineer
638523,1811,"jira, github, json, bitbucket, gitlab, mobile development, fast learning, flutter, android framework, agile, software development, scrum, java, android, android studio, eclipse, intellij, rest api, web services, clean architecture, gradle, maven, retrofit, junit, rxandroid, material design, mvp, butter knife, picasso, youtube api, ormlite, sqlite, realm, spring boot, hibernate, dagger, windows, zxing, firebase, jackson, git, gson, mac os, flutter, linux, kotlin",Senior Android Developer
638625,1351,"react.js, android, oracle db, javascript, laravel, html, node.js, mongodb, sql server, ionic framework, vue.js, databases, business intelligence, cognos, machine learning, bluemix, php, angular, cordova, redux, typescript, postgresql, docker, react native",Senior Software Engineer
638815,2900,"spring data, java sdk 1.5 1.6 1.7 and 1.8, spring security, netflix api, automated testing, spring cloud, web services, jboss application server, tomcat server, postman, jenkins, sonarqube, domain drive design, kubernetes, node.js, vagrant, git, git flow, github, bitbucket, gradle, ant, maven knowledge, gradle, graylog, java, spring, spring boot, rest api, soap, oracle db, mysql, postgresql, docker, ansible, elk stack, mongodb, redis, maven, ejb3 +, apache cxf, oop, design patterns, jms, jmeter, netflix oss, oauth2, swagger, express.js, mongoose, typescript, tdd, kafka, spring mvc",Software Engineer
639275,1160,"javascript, vue.js, php, laravel, mysql, react.js, css, sass, angular, html, front end, agile, continuos deployment, continuous integration, automated testing, linux, docker, version controll, jquery, react native, visual studio online (ci), gulp",Senior Software Engineer (fullstack)
639332,2850,"agile, scrum, ruby, node.js, android, ruby on rails, javascript, swift, shell script, es2015, heroku, backend development, test automation, git, aws, bash script, data structures, databases, ios, linux, mobile application development, mobile applications, network administration, network security, operating systems, react native, react.js, software development, typescript",Full Stack Javascript and Ruby developer
639586,1373,"strong communication skills, fast learning, lead developer, linux, solutions architecture, bootstrap, jira, git, teamcity, continuous integration, unit testing, mockito, coaching, oracle db, team leadership, team management, javascript, html, css, scrum, scrum master certified, mysql, agile, clipper, requirements analysis, oop, pl/sql, vb6, oracle forms/reports, c, c#, .net visual basic, asp, .net, communication, problem solving, troubleshooting, websphere application server, websphere mq, java, architecture, training & mentoring, implementation, spring, hibernate, leadership, backend development",I build Trust through Leadership and Code
639683,1657,"java, angular, javascript, aws, react.js, html, css, agile, node.js, nosql, android, sql, backbone.js, rest api",Fullstack Developer
639994,1584,"machine learning, relational database, sql, integration services, python, scikit-learn, pandas, data warehouse, dimensional modeling, business intelligence, business analysis, sql server, oracle db, power bi, data mining, data visualisation, data science, data analysis, mentoring, odi, etl, pl/sql, olap",Data Analyst
640213,1177,"json, material ui, materialize, mongodb, mysql, node.js, php, react.js, desktop applications, javascript, github, heroku, html, java, redux, webpack, web development, full stack, bootstrap, css, express.js, firebase, flexbox, git, nosql databases, nosql, sql, front end, backend development, postgresql, es6, responsive web design, rest api, enterprise integration patterns (eip), software development",Full Stack Web Developer
641265,1475,"scrum, javascript, python, html, postgresql, css, docker, ansible, react.js, rest api, hadoop, django, elasticsearch, heroku, celery, flask, spark, redux, es6, jquery, mongodb, aws, kafka",Full-Stack Developer
641851,1428,"jsf, angular, html, css, javascript, git, git flow, scrum, intellij, eclipse, hibernate, akka.net, sbt, maven, npm, rest api, java, ruby on rails, scala, play framework, web development",Senior Fullstack Developer turning ideas into code
642003,1668,"vue.js, javascript, api, ruby on rails, git, sql, nosql, google cloud, oop, mvc, ruby, backend development, node.js, object oriented design, database design, microservices, open source, saas, full stack, fast learning, rest api, mysql, postgresql, redis, lead developer",Senior Ruby on Rails Developer
642292,1437,"java, backend development, rest api, embedded devices, linux, c++, automation, node.js, perl",Software Engineer
642824,1351,"cloud computing, spring boot, sql server, javascript, postgresql, node.js, software development, software engineering, jee, databank modeling, mysql, database design, software architecture, c#, c++, php, java, .net, nosql databases, aws, go lang",Software Engineer and Developer
644666,1590,"vue.js, docker, javascript, css, node.js, software development, selenium, html, adobe experience manager 6.1, angular, web development, web services, java, aws, web components, salesforce.com, react.js, cms, google cloud, agile, fast learning, terraform, graphq, graphql",Software Engineer
645561,1192,"jquery, git, angular, ruby on rails, javascript, elasticsearch, sql, sass, html",Full Stack Ruby Developer
646309,1330,"shell script, mysql, automation, mongodb, rds, terraform, microservices, configuration management, continuous delivery, continuos deployment, cloud computing, operating systems, python, linux, postgresql, apache, docker, ansible, jenkins, devops, dns, bash script, vmware, nagios, tomcat server, nginx, mysql, chef, postfix, haproxy, linux servers administration, scripting, puppet, jboss admin, php, java, git, aws, elasticsearch, elastic beanstalk","DevOps Engineer "
646568,1275,"git, git flow, github, data modeling and systems analysis, gis, agile, mysql, storage, object orientation, object oriented analysis and design, scrum master, team leadership, lead developer, google cloud, lambda expressions, server less, team management, scientific computing, javascript, python, linux, ruby on rails, geoprocessing, php, web development, html, jquery, pl/sql, aws, google app engine, debian, ember.js, express.js, graphql, rest api, redux, yii, docker, yarn, npm, geoserver, microservices, owasp, data analysis, firebase, postgresql, node.js, software engineering, devops, react.js, archlinux, algorithms, flux, oauth2, etl, open source, containerization","Software Engineer, Fullstack Developer"
649313,1600,"python, ios, swift, databases, entrepreneurship, mysql, lua, xcode, corona sdk, mobile application development, php, git, machine learning, salesforce.com",Sr iOS developer & Machine Learning Engineer
649627,1642,"react.js, mariadb, flask, scrum, ruby, django, php, javascript, css, phalcon, laravel, sql, mysql, sql server, aws, angular, apache, wordpress, node.js, sass, svn, express.js, oop, agile, subversion, codeigniter, phantomjs, casperjs, selenium, continuous integration, html, devops, mvc, continuous delivery, gulp, blade, rest api, linux, jenkins, ansible, postgresql, lamp, jquery, docker, vue.js, ruby on rails, python, mongodb, nginx, git, linux debian, nosql",Senior Software Developer - Tech Leader
649954,1578,"linux, rest api, flask, django, docker, nosql databases, tableau, google cloud, git, etl, relational database, python, postgresql, mongodb, unix, vba, vbscript, unix system administration, pandas, unix shell scripting, klipfolio, power bi, agile, klipfolio, sql",Data Engineer
650820,1548,"redux, sass, es6, webpack, javascript, aws, git, rest api, mobile development, test-driven development (tdd), less / sass, dart, amazon web services, graphql, tdd, mochajs, selenium, node.js, react.js, design thinking, css, ux, interface design, creative direction, digital marketing, front end, google analytics, html, information architecture, ios, jquery, json, mobile applications, mobile devices, php, python, user experience, web development, web standards, xml",Head/Lead Technologist and  Full Stack Developer
650929,1619,"android, scrum, spring, c, postgresql, eclipse, node.js, react.js, kanban, agile methodologies, spring boot, rest api, scrum master, osgi, java, aws, sql, mongodb, docker, nosql, javascript",Senior Software Engineer / Tech Lead
652031,1340,"kotlin, android, javascript, html, node.js, react.js, photoshop, php, java, laravel, mongodb, vue.js, angular, postgresql, react native, redis",FullStack Developer
653361,1404,"python, django, ruby on rails, react.js, javascript, aws, postgresql, redis, mysql, c#",Software Engineer
653476,1502,"git, json, ajax, xml, apache, nginx, yii, vue.js, tailwind, scrum fundamentals certified credential, blade, mvc, netlify, laravel, lamp, node.js, docker, visual studio code, sublime text, sublime text 3, scrum, javascript, python, linux, html, bootstrap, postgresql, css, data analysis, statistics, business intelligence, photoshop, ilustrator, php, jquery, sql, gulp, oracle db, jira, soap, agile, agile and kanban process, kanban, subversion, zend framework, mysql","Backend focused web developer, with a Canadian PR "
653602,1364,"sql, javascript, wordpress, html, bootstrap, gulp/grunt, react.js, css, webpack, sass, php, jquery, git, redux",Front End Developer
653822,1351,"javascript, php, html, css, facebook graph api, bootstrap, photoshop, http, sql, ffmpeg, 3d printer, esp8266, iot, jquery ui, project management, rest api, mongodb, mongoose, postman, angular, raspberry pi, node.js, wordpress, arduino, ionic framework, jquery, aws, mysql",Senior Full-Stack Web Developer
654187,1500,"javascript, node.js, mongodb, docker, jenkins, react.js, microservices, express.js, full stack, mongoose, angular, mysql",Always willing to learn new technology
654749,1177,"sql, javascript, linux, microsoft office, html, bootstrap, json, web development, ux, css, grunt, seo, less, ajax, lamp, svn, docker, mac os, bash script, rest api, microservices, aws, phalcon, postman, auth0, php, jquery, git, es6, node.js, express.js, mongodb, api, vue.js, backend development, testing, databases, web applications, redis, mysql, digital ocean, english, spanish, spanish - mother tongue",Full Stack Web Developer
654900,1770,"svn, git, javascript, jsp, java, spring mvc, struts, css, sql, html, jquery",Software Developer (Java)
655188,3002,"git, node.js, mysql, javascript, angular, react.js, vue.js, ionic framework, php, laravel, html, css, bootstrap",Full Stack Developer
655509,1316,"react.js, english, web api, gulp, full stack, c#, mvc 4 & 5, html, .net, angular, javascript, rest api, soap, grunt, webpack, ASP.Net Core, oracle db, sql server, entity framework, leadership, scrum, kanban, typescript, visual studio, delphi, handlebars, ASP.Net MVC, design patterns",.NET/Fullstack Software Development Lead
656316,1448,"aws, microservices, linux, automation, team leadership, mvc, spring, scrum, cache, git, svn, design patterns, jira, java, unit testing, mockito, sql, nosql databases, cloud computing, continuous integration, kafka, confluence, rest api, docker, google cloud, continuous delivery, continuos deployment, agile, oop, database design, spring boot, nosql, apache, tomcat, automated testing, junit, architecture, backend development, json, mongodb",Software Development Specialist
656464,976,"spring, rest api, ant, maven, ci/cd automation, oracle db, postgresql, java, git, docker, design patterns, unit testing, integration test, jboss, tomcat, aws, junit, hibernate, json, github, spring boot, microservices, ability to meet deadlines., accounting, adaptability, b2b, spring data, spring jpa, spring jdbc, rabbit mq, spring cloud, lead developer, java patterns, lombok, jersey, crucible, bitbucket, team player, teamwork, odata, ownership, sonarqube, checkstyle, pmd, fortify, java sdk 1.5 1.6 1.7 and 1.8, javascript",Developer
657332,1457,"java, oop, php, laravel, javascript, html, vue.js, angular, .net, api, leadership, react",Software Developer
658401,1554,"responsive web design, javascript, ux, angular, vue.js, web development, front end, backend development, bootstrap, python, c++, php, game development, photoshop, ilustrator, ASP.Net Core, scrum, git, git flow, mongodb, sql, c#, java, mobile application development, android, react.js, sass, bemcss, design patterns, redux, wordpress, jquery, nosql, css, single-­page applications, information security, es6, json, xml, github, html, ui, typescript",Front End Developer
659032,1569,"architecture, spring, react.js, databases, full stack, backend development, maven, tfs, git, opencv, eclipse, intellij, h2 database, visual studio code, spring boot, primefaces, css, soa, jboss, weblogic, xcode, tomcat, rest api, soap, ireport, mysql, postgresql, junit, ejb, agile, mongodb, aws, ec2, express.js, node.js, angular, jsf, c++, jsp, oracle db, pl/sql, html, java, javascript, jdbc, jpa, jquery, fast learning, communication, ruby on rails",Full Stack Developer
659562,1837,"team leadership, agile methodologies, agile project management, ajax, css, e-commerce, es6, es7, git, html, information architecture, javascript, jquery, json, node.js, php, react.js, sass, scrum, seo, sql, user experience, web development, web project management, webpack, wordpress, lead developer, leading skills, express.js, mysql, continuous integration, redux, unit testing, api, nosql, typescript",Senior Frontend Developer
659872,1590,"json, react.js, spring cloud, jee 4/5/6/7, web api, web applications, spring boot, design patterns, java, data mining, python, delphi, Big Data, data science, devops, oracle db, postgresql, aws, nosql databases, artificial intelligence, xml, javascript, jenkins - basic, git, ssh, linux, docker, people management, agile, swagger, rest api, backend development, front end","Expert at design, develop and maintain high-scalab"
661538,1644,"javascript, react.js, redux, react native, front end, html, css, jquery",Front-end Developer
661684,1820,"java, javascript, html, css, angular, jquery, ruby on rails, php, mysql, postgresql, drupal, android, git, automated testing, react.js, node.js, mongodb",Full stack
663403,1593,"front end, scss, node.js, communication, sql, react native, react.js, angular, javascript, mongodb, express.js, python, pandas, numpy, machine learning, aws, dynamo db, d3.js, data visualisation, graphql, typescript, sketch, wordpress",Fullstack Software Engineer.
663852,2888,"ui, javascript, es6, full stack, agile, git, rest api, css, sql, node.js, docker, react.js, typescript, redux, progressive web apps, graphql, aws, react native, postgresql, express.js",Senior Full Stack Developer
664005,1590,"javascript, front end, angular, sass, html, node.js, mvvm, sqlite, continuos deployment, bemcss, ionic framework, typescript, webpack, jenkins, less / sass, devops, redis, kotlin, docker, firebase, gradle, git, retrofit, ruby on rails, android, elasticsearch, mongodb, php, postgresql, wordpress, google cloud, aws",Software Engineer
664070,1447,"ios, scrum, software development, objective-c, swift","Senior iOS software engineer "
664158,1545,"continuous delivery, audio editing, jenkins, audio processing, python, c for microcontroller, c, java, assembly, react.js, javascript, c++, gitlab, gerrit, github, kanban, scrum, agile, x86-64 assembly, linux, continuous integration, agile methodologies, agile development methodology, agile project management, software development, embedded software, embedded linux, embedded devices, embedded systems, hardware, prototype, git, matlab",Software Developer
664182,1581,"scrum master, scrum, agile, mvc, pmbok, aws, javascript, react native, react.js, html, firebase, matlab, c++, lua, python, jade, redux, d3.js, node.js, mongodb, git, angular, es6, css, rest api, mobile development, c",Full-stack Developer
664452,1541,"php, python, django, flask, sql, amazon web services, amazon ec2, docker, rancher, celery, mysql, redshift, pentaho data integration, javascript, jquery, devops, scrum master, team leadership, continuous integration, continuous delivery, git, linux, mac os, aws, relational database, mongodb, etl, pentaho, api, rest api, backend development, front end, software developer, software engineering, postgresql, redis, cloud computing, memcached, heroku, web applications, tdd, unit testing, react.js, jira, scrum, sqlalchemy, pyramid, kubernetes, redmine",Software Engineer
664641,1568,"es6, angularjs, css, html, javascript, devops, php, es7, es2015, git, mysql, angular, responsive web design, responsive development, responsive layout, jquery, redux, react.js, ux, sql, oriented object, rest api, full stack, ui, fast learning, single-­page applications, db2, agile, node.js, graphql, express.js, front end, user interface, backend development, foundation, bootstrap, java, nosql, api, typescript",Software Development Engineer
665279,1230,"ux, ui, kotlin, android, android framework, android api, java, javascript, startups, angular, reactivex (rxjava, rxphp, rxswift), json, agile development methodology, c#, firebase, nosql, scrum master certified, software architecture, software engineering, sql, react native, node.js, fast learning, communication, full stack, agile, react.js, backend development, web development, api, dagger, redux, css, continuous delivery, continuous integration, front end, software development, mysql, leadership, c, aws, git, rest api, mongodb, realm, html, mobile applications, mobile application development, mobile development, progressive web apps, clean architecture, clean code",Android Software Engineer
665902,1657,"doctrine, orm, saas, mysql, communication, express.js, graphql, git, git flow, rest api, web services, aws, redux, test-driven development (tdd), zend framework, Magento Developer, apache, nginx, mongodb, databases, typescript, node.js, react native, php, angular, react.js, es6, ecmascript, docker, laravel, lumen, jira, kubernetes, javascript",Back-end developer / Technology trouble maker
666008,1405,"ux, photoshop, sketch, html, microsoft project, react native, ilustrator, javascript, front end, rest api, overflow.io, marvel app, react.js, redux, sass, es6, agile, invision",Front-end software developer
666352,1657,"react native, git, typescript, jira, agile, jenkins, php, mysql, angular, laravel, java, javascript, node.js, android, docker, network engineering, linux, mongodb, html, responsive web design, soap, socket.io, react.js, ionic framework, vue.js","Software Engineer "
666408,1180,"cassandra, microservices, j2ee, angular, Big Data, machine learning, iot, spring boot, apache kafka, apache activemq, aws, java, salesforce.com, heroku, mongodb, oracle db, nosql databases, spring cloud, react.js, postgresql, mysql, node.js",Full Stack Engineer ( BigData / Cloud )
666552,1718,"hibernate, android, fast learning, communication, github, gerrit, git, perforce, ruby on rails, java, retrofit, react native, react.js, jira, agile, kotlin, firebase, butter knife, rest api, bootstrap, google app engine, javascript, json, linux, python, software engineering, sql, uml, xml, angular",Mobile Developer
666584,1622,"android, c, web development, eclipse, grails, ios, java, javascript, jquery, linux, sql server, oracle db, php, scrum, sql, uml, unix, xml",Android Developer
666956,1662,"software developer, full stack, c#, .net, html, eclipse, hibernate, javascript, jquery, selenium, spring, apache tomcat, groovy, liquibase, postgresql, angular, apache cordova, iis, nhibernate, node.js, sass, twitter bootstrap, docker, kubernetes, openshift, c, sql, linux, maven, java, react.js, css, apache camel, swing, jenkins, visual studio, ansible, bootstrap, git, wpf, relational database, devops, scrum, mysql, fast learning, oop, oriented object, jira, web applications, agile methodologies, front end, unit testing, databases, architecture, redis, backend development, junit, agile",Full-Stack Developer
667092,2865,"typescript, design patterns, css, scss, webpack, bootstrap, html, react.js, material ui, angular, react native, redux, es6, javascript, api",Full Stack Engineer
667334,1668,"metabase, shell script, sql, ruby on rails, javascript, postgresql, docker, react.js, backbone.js, selenium, metasploit, rspec, redux, shopify, ruby, metabase, aws",Software Engineer
667961,1830,"communication, linux, windows, pattern recognition, jpa, jsf, hibernate, primefaces, scrum, javascript, java, api, rest api, python, django, docker, php, mysql, postgresql, git, machine learning, bootstrap, jquery, ajax, css, jira, sql, agile, fast learning, strong communication skills, backend development, data science, full stack",Data Scientist with software develop. background
668882,1603,"mysql, git, gitlab, javascript, vue.js, ruby on rails, postgresql, delphi, sql, any programmer language, api, ruby, redis, mysql, github, docker, rest api",Fullstack
670293,1547,"java 8, backend development, java platform, java sdk 1.5 1.6 1.7 and 1.8, git, aws, agile methodologies, ant, design patterns, eclipse, ejb, hibernate, ios, java, javascript, jdbc, jsp, mvc, oracle db, requirements analysis, rest api, servlets, soa, software development, spring, sql, struts, tomcat, unix, web services",Sr. Java Developer|Cert. AWS Solution Architect
670562,1482,"web development, javascript, html, css, wordpress, php, react.js, git, version controll, ionic framework, webpack, gulp, node.js, photoshop, adobe indesign, adobe illustrator, ajax, mysql, mamp, xampp, wamp, lamp, scrum, agile methodologies, angular, rest api, figma, jquery",Front End Developer
671678,1306,"branding & identity, photography, ux, wireframe, personas, sketch, google tag manager, google analytics, html, css, javascript, angular, video editing, after effects, business development, logo design, adobe illustrator, photoshop, adobe creative suite softwares",Senior UX/UI Designer with 7y experience
672423,1483,"spring, ionic framework, mvp, ios, android, react native, rxandroid, kotlin, java, unit testing",Mobile Developer
672865,1546,"git, testlink, jira, happiness, committed, oracle db, sql, c++, c#, desktop applications, testing, documentation, good in teamwork, java, c, organizational skills",Experienced C++ Programmer
673774,976,"node.js, test automation, sonar, json, mongodb, junit, git, redis, mysql, angular, architectural patterns, cloud computing, kubernetes, jee 4/5/6/7, jenkins, aws, postgresql, maven, architecture, kanban, agile, python, java, react.js, soa, web services, docker, continuous integration, microservices, design patterns, spring boot, spring, scrum, agile development methodology, mulesoft, sql, ejb3 +, jsf, jsp, struts, hibernate, jpa, integration architecture, software architecture, uml, tdd, containerization, mobile application development, databases, ec2, javascript, leadership, algorithms, api, front end, rest api, jquery, quartz",Java Architect and Senior Java Developer
673900,1272,"cucumber, technical documentations, rest api, api, python, testing, java, quality assurance, quality center, scrum, test automation, testlink, json, communication, ctfl foundation, uft, events management, volunteer work, community manager, jenkins, kanban, test planning and test script, bdd - behavior-driven development, sql query, agile methodologies, selenium",Software QA Engineering
673900,1335,"selenium, agile methodologies, sql query, bdd - behavior-driven development, test planning and test script, kanban, jenkins, community manager, volunteer work, events management, uft, ctfl foundation, communication, json, testlink, test automation, scrum, quality center, quality assurance, java, testing, python, api, rest api, technical documentations, cucumber",Software QA Engineering
674459,996,"ux, ui",Senior UX/UI Designer
674711,1363,"functional testing, test automation, devops, test case, alm, quality assurance, java, jenkins, test design, test link, test management, selenium, uft, appium, jira, junit - intermediate, agile methodologies, integration test, qa, bdd - behavior-driven development, cucumber, specflow, continuous integration, junit, interface tests, agile, scrum, confluence, bitbucket",Senior Test Delivery Leader and Test Automation
674864,1756,"scrum, testing, jest, agile, blade, ruby on rails, mochajs, javascript, vue.js, react.js, graphql, node.js, php, laravel, jquery, git, react native, phonegap, cordova, ionic framework, ajax, json, scss, html, css, bootstrap, dart, oracle db, mysql, postgresql, webpack, redux, aws, cloud computing, docker, microservices, api, tdd, bdd - behavior-driven development, lamp, typescript, redis, java, rest api, sql, heroku, chai",Senior Software Engineer
675063,1527,"ruby on rails, html, bootstrap, postgresql, apache, nginx, vue.js, mysql, api, interviews, heroku, rspec, cucumber, digital ocean, haml, shopify, mentoring, spree commerce, trainer, jquery, git, aws, ruby",Full Stack Engineer
675384,1612,"jquery, problem solving, scss, sql, computer science, algorithms, html, css, databases, nosql databases, git, agile, postgresql, redis, data structures, startups, rest api, front end, react native, software developer, graphql, backend development, node.js, redux, json, mongodb, react.js, express.js, mysql, bootstrap, javascript, communication, java, python, django, es6",Software Developer
676455,1161,"sketch, rest api, node.js, webpack, redux, aws, git, npm, es6, front end, api, meteor, coffeescript, javascript, docker, react.js, amazon web services, html, css, progressive web apps, mongodb, ecmascript",Lead Full Stack Developer
676634,1536,".net, angular, web api, windows server, web services, typescript, razor mvc, html, mvc 4 & 5, sql, kendo (telerik), angular js, asp.net, angular js, angular js, linq, wpf, mvvm, sql server, c#","Senior Software Developer "
676652,1563,"tdd, nunit, xunit, jquery, ajax, web api, rest api, java, c#, html, .net, ASP.Net Core, angular, android, git repository, jenkins, sql server, javascript",Software Engineer .Net at Crossover
677085,1612,"mentoring, ruby on rails, ios, api, jquery, rspec, html, css, postgresql, git, github, bitbucket, stripe, sqlite, mysql, mongodb, haml, slim, node.js, basecamp, trello, objective-c, javascript, sinatra, apache, capistrano, heroku, linux, shell script",Individual Consultant
677100,1262,"object oriented analysis and design, c#, ASP.Net MVC, javascript, entity framework, sql, sql server, css, scss, html, vue.js, angular, git, jira, ado.net, visual studio, jquery ui, linq, powershell, d3.js, agile, backbone.js, knockoutjs, .net, mvc, english, design patterns, rest api, backend development, relational database, azure, api, nosql databases, jquery, mvvm, front end, software developer, software development",Full-Stack Software Developer (C#/.NET)
677111,1537,"jfrog artifactory, spring boot, docker, jenkins, json, spring data, microservices, mockito, dc/os, spring cloud, kubernetes, backend development, containerization, git, splunk, hp fortify, agile, maven, tdd, scrum, design patterns, spring mvc, spring, hibernate, java, continuous integration, continuos deployment, kanban, rest api","Java  Developer ( J2EE ,Spring, SOA,MicroService)"
